DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Address City,Address State,Address ZIP,Address Borough
1275332-DCA,Business,12/31/2014,Inactive,01/04/2008,Tobacco Retail Dealer,"MANOR BAGELS OF SI, INC.",STATEN ISLAND,NY,10314,Staten Island
1025506-DCA,Business,12/31/2013,Inactive,01/05/2000,Laundry Jobber,"CHOI, CHANG R",NEW YORK,NY,10025,Manhattan
2020022-DCA,Business,12/31/2020,Active,03/25/2015,Electronics Store,VAPE WIRELESS CORP,BROOKLYN,NY,11214,Brooklyn
2009956-DCA,Business,02/28/2017,Inactive,06/24/2014,Home Improvement Contractor,"PEREZ, ALCIDES",BRENTWOOD,NY,11717,Outside NYC
2025760-DCA,Business,02/28/2017,Inactive,07/16/2015,Home Improvement Contractor,ADAMEK CONSTRUCTION INC.,BROOKLYN,NY,11209,Brooklyn
2095252-DCA,Business,02/28/2021,Active,03/11/2020,Home Improvement Contractor,EASTSIDE BUILDERS NY CORP,SOUTH RICHMOND HILL,NY,11419,Queens
1057116-DCA,Business,12/31/2016,Inactive,12/06/2000,Tobacco Retail Dealer,"PATHMARK STORES, INC.",BRONX,NY,10461,Bronx
1465677-DCA,Business,09/30/2014,Inactive,09/11/2013,Catering Establishment,"123 RESTAURANT GROUP, LLC",BAYSIDE,NY,11360,Queens
2004825-DCA,Business,12/31/2016,Inactive,03/14/2014,Electronics Store,C & J ELECTRONICS,NEW YORK,NY,10003,Manhattan
2010825-DCA,Business,04/15/2020,Active,07/17/2014,Sidewalk Cafe,JACOB SOUL FOOD RESTAURANT-373 W 129 STREET CORP.,NEW YORK,NY,10027,Manhattan
1330589-DCA,Business,12/31/2011,Inactive,08/27/2009,Tobacco Retail Dealer,"BAKARY, DIAKITE",NEW YORK,NY,10031,Manhattan
2021378-DCA,Business,02/28/2017,Inactive,04/21/2015,Home Improvement Contractor,OHM HOME IMPROVEMENT CORP.,JACKSON HEIGHTS,NY,11372,Queens
1410002-DCA,Business,12/31/2015,Inactive,10/07/2011,Laundry Jobber,"34 THE CHARLESTON VALET, INC.",NEW YORK,NY,10016,Manhattan
2066071-DCA,Business,02/28/2021,Active,02/14/2018,Home Improvement Contractor,MK Contracting Group Inc.,BROOKLYN,NY,11222,Brooklyn
1253249-DCA,Business,06/30/2013,Inactive,04/26/2007,Home Improvement Contractor,"MCCRAY,DWAYNE",BROOKLYN,NY,11212,Brooklyn
1426317-DCA,Business,04/30/2020,Active,04/24/2012,Tow Truck Company,"JAEWOONG LEE, INC",FLUSHING,NY,11354,Queens
2094859-DCA,Business,02/28/2021,Active,02/27/2020,Home Improvement Contractor,MUNIZ BUILT INC,ELMHURST,NY,11373,Queens
2062410-DCA,Business,12/31/2021,Active,12/04/2017,Laundries,AUBURNDALE LAUNDROMAT INC.,FLUSHING,NY,11358,Queens
1263471-DCA,Business,08/01/2011,Inactive,08/06/2007,Pool or Billiard Room,"FIVE STAR BILLIARDS, INC.",FLUSHING,NY,11358,Queens
1304064-DCA,Business,12/31/2018,Inactive,11/12/2008,Tobacco Retail Dealer,HUDSON SQUARE NEWSSTAND LLC,NEW YORK,NY,10013,Manhattan
2011360-DCA,Business,07/31/2017,Inactive,07/30/2014,Secondhand Dealer - General,US PAWN LLC,JAMAICA,NY,11433,Queens
1392704-DCA,Business,12/31/2014,Inactive,05/19/2011,Tobacco Retail Dealer,I & G FOOD CORP.,FAR ROCKAWAY,NY,11691,Queens
1291569-DCA,Business,06/30/2011,Inactive,07/07/2008,Home Improvement Contractor,"CHOWDHURY, ARIFUR R",JAMAICA,NY,11432,Queens
2070488-1-DCA,Business,12/31/2021,Active,05/03/2018,Tobacco Retail Dealer,MAHI 624 INC.,BROOKLYN,NY,11215,Brooklyn
1346597-DCA,Business,12/31/2013,Inactive,03/05/2010,Tobacco Retail Dealer,JEFFERSON DELI GROCERY CORP,NEW YORK,NY,10029,Manhattan
1295292-DCA,Business,07/31/2011,Inactive,08/12/2008,Secondhand Dealer - General,CHINO TIRE & AUTO SERVICE CORP.,BROOKLYN,NY,11237,Brooklyn
1216203-DCA,Business,12/31/2021,Active,12/19/2005,Tobacco Retail Dealer,"POWELL SUPERMARKET, INC.",BROOKLYN,NY,11212,Brooklyn
1459663-DCA,Business,12/31/2014,Inactive,03/12/2013,Electronics Store,METRO 4 WIRELESS INC.,NEW YORK,NY,10035,Manhattan
1405858-DCA,Business,12/31/2014,Inactive,08/23/2011,Electronics Store,CLEAR CONNECTED INC,BRONX,NY,10453,Bronx
1414984-DCA,Business,07/31/2021,Active,12/02/2011,Secondhand Dealer - General,"NORTHEASTERN GOLD PURCHASING SERVICE, INC.",STATEN ISLAND,NY,10314,Staten Island
1414237-DCA,Business,07/31/2015,Inactive,11/29/2011,Secondhand Dealer - General,LALO AUTO REPAIR & AUTO PARTS INC.,BRONX,NY,10474,Bronx
1240104-DCA,Business,06/30/2013,Inactive,10/31/2011,Home Improvement Contractor,"CLS CONTRACTING, INC.",CORONA,NY,11368,Queens
2024094-DCA,Business,03/31/2018,Inactive,06/09/2015,Stoop Line Stand,DIONISOS DELI GROCERY INC.,ASTORIA,NY,11102,Queens
2007393-DCA,Business,03/31/2018,Inactive,05/02/2014,Stoop Line Stand,XING HUA CONVENIENCE STORE INC,NEW YORK,NY,10002,Manhattan
2054653-DCA,Business,02/28/2021,Active,06/19/2017,Home Improvement Contractor,DKAI CONTRACTING INC,BRONX,NY,10463,Bronx
1278211-DCA,Business,02/28/2019,Inactive,02/27/2008,Home Improvement Contractor,PROFESSIONAL REMODELERS INC.,WEST HEMPSTEAD,NY,11552,Outside NYC
1287665-DCA,Business,06/30/2013,Inactive,06/02/2008,Home Improvement Contractor,L.M. INTERIORS CONTRACTING LLC,RICHMOND HILL,NY,11418,Queens
1225801-DCA,Business,06/30/2010,Inactive,05/03/2006,Electronic & Appliance Service,"JEZNACH, PIOTR",BROOKLYN,NY,11222,Brooklyn
1213426-DCA,Business,04/30/2010,Inactive,02/23/2006,Tow Truck Company,"MARTY'S AUTO BODY SERVICES, LTD.",NEW YORK,NY,10001,Manhattan
1048930-DCA,Business,12/31/2012,Inactive,10/25/2000,Tobacco Retail Dealer,"KO, DAE BONG",BROOKLYN,NY,11214,Brooklyn
1339667-DCA,Business,07/31/2011,Inactive,11/25/2009,Secondhand Dealer - General,"SALAZAR, LILIA",JAMAICA,NY,11435,Queens
1472131-DCA,Business,02/28/2015,Inactive,08/26/2013,Home Improvement Contractor,QIBLA REMODELING CORPORATION,BROOKLYN,NY,11214,Brooklyn
2002097-DCA,Business,07/31/2015,Inactive,01/02/2014,Secondhand Dealer - General,TWO BROTHERS THIS AND THAT LLC,BROOKLYN,NY,11209,Brooklyn
2065905-DCA,Business,07/31/2021,Active,02/09/2018,Secondhand Dealer - General,"SALVATORE & CO., L.L.C.",NEW YORK,NY,10017,Manhattan
1081659-DCA,Business,03/15/2013,Inactive,05/21/2001,Dealer In Products,BRIGHT MEDICAL SUPPLY CORP.,FOREST HILLS,NY,11375,Queens
1403639-DCA,Business,12/31/2015,Inactive,08/15/2011,Laundry Jobber,"NEXT AT 49TH & 9TH., INC.",NEW YORK,NY,10019,Manhattan
1251509-DCA,Business,06/30/2013,Inactive,06/30/2011,Home Improvement Contractor,SPADAFFORA CONTRACTING INC.,JACKSON HTS,NY,11372,Queens
1354695-DCA,Business,12/31/2020,Active,05/18/2010,Electronics Store,YUAN FENG LIU,BROOKLYN,NY,11214,Brooklyn
0890575-DCA,Business,04/15/2012,Inactive,03/28/2006,Sidewalk Cafe,"WILD ROSE MANAGEMENT, INC.",NEW YORK,NY,10025,Manhattan
1389980-DCA,Business,07/31/2013,Inactive,04/29/2011,Secondhand Dealer - General,EAST RIVER WIRELESS LLC,NEW YORK,NY,10035,Manhattan
2062103-DCA,Business,02/28/2021,Active,11/30/2017,Home Improvement Contractor,"GARTH, SYLVESTER",BROOKLYN,NY,11218,Brooklyn
1305591-DCA,Business,03/31/2013,Inactive,12/05/2008,Garage,"FIFTH AVENUE CAR PARK, LLC",NEW YORK,NY,10029,Manhattan
2072691-1-DCA,Business,11/30/2021,Active,06/05/2018,Electronic Cigarette Dealer,HIGH CLOUD CONVENIENCE STORE INC.,NEW YORK,NY,10033,Manhattan
2087571-DCA,Business,01/31/2021,Active,06/25/2019,Debt Collection Agency,Victory Management Group LLC,STATEN ISLAND,NY,10309,Staten Island
2019816-2-DCA,Business,12/31/2020,Active,03/20/2015,Tobacco Retail Dealer,"THE CAVE SMOKE SHOP OF 10TH AVE, CORP.",NEW YORK,NY,10036,Manhattan
2006022-DCA,Business,12/31/2017,Inactive,04/09/2014,Laundry Jobber,SANG WOON CHOE,NEW YORK,NY,10128,Manhattan
1417492-DCA,Business,06/30/2014,Inactive,01/20/2012,Electronic & Appliance Service,"EL OUAZRI, ABDELMALEK",BROOKLYN,NY,11225,Brooklyn
1284988-DCA,Business,12/31/2011,Inactive,05/12/2008,Laundry Jobber,BESTWAY NY DRY CLEANER INC.,RIDGEWOOD,NY,11385,Queens
1246139-DCA,Business,12/31/2020,Active,01/25/2007,Electronics Store,STAPLES THE OFFICE SUPERSTORE EAST INC.,BRONX,NY,10462,Bronx
1376785-DCA,Business,02/28/2021,Active,11/12/2010,Home Improvement Contractor,"TECHNOLOGY SOLUTION SERVICE, LLC",VALLEY STREAM,NY,11581,Outside NYC
1462658-DCA,Business,02/28/2015,Inactive,04/16/2013,Home Improvement Contractor,CITY HEART CONSTRUCTION CORP,S RICHMOND HL,NY,11419,Queens
2061383-DCA,Business,12/31/2021,Active,11/22/2017,Laundries,NEW CHEN BROTHERS CLEANERS INC,GLEN OAKS,NY,11004,Queens
1416473-DCA,Business,12/31/2020,Active,12/29/2011,Electronics Store,"FAMILY DOLLAR STORES OF NEW YORK, INC.",BROOKLYN,NY,11203,Brooklyn
2025909-DCA,Business,07/31/2017,Inactive,07/21/2015,Secondhand Dealer - General,KENNAN AUTO REPAIR SERVICES CORP.,BROOKLYN,NY,11208,Brooklyn
1133680-DCA,Business,03/31/2013,Inactive,03/11/2003,Garage,TIMES SQUARE 41ST STREET GARAGE LLC,NEW YORK,NY,10036,Manhattan
2061143-DCA,Business,12/31/2021,Active,11/20/2017,Laundries,"MAXI, SYLVIO",BROOKLYN,NY,11225,Brooklyn
2029928-DCA,Business,12/31/2016,Inactive,10/28/2015,Electronics Store,T&M WIRELESS CORP,JAMAICA,NY,11435,Queens
1454746-DCA,Business,12/31/2020,Active,01/24/2013,Tobacco Retail Dealer,LOVE EXPRESS DELI CORP,BROOKLYN,NY,11213,Brooklyn
1320777-DCA,Business,03/15/2011,Inactive,06/02/2009,Dealer In Products,DUANE READE,NEW YORK,NY,10038,Manhattan
2062347-DCA,Business,12/31/2019,Inactive,12/04/2017,Laundries,"SUDS & DUDS #2, INC",BROOKLYN,NY,11231,Brooklyn
2058535-DCA,Business,12/31/2020,Active,09/22/2017,Electronics Store,JSR WIRELESS 181ST INC.,NEW YORK,NY,10033,Manhattan
2093598-DCA,Business,02/28/2021,Active,01/15/2020,Home Improvement Contractor,QUIZHPE CONTRACTING CORP,CORONA,NY,11368,Queens
2067363-1-DCA,Business,11/30/2021,Active,03/07/2018,Electronic Cigarette Dealer,LOTUS JACKSON AVE GAS CORP,BRONX,NY,10454,Bronx
2065936-DCA,Business,12/31/2021,Inactive,02/09/2018,Laundries,I. TENERIFE CORP.,FRESH MEADOWS,NY,11366,Queens
1368720-DCA,Business,06/30/2012,Inactive,08/27/2010,Electronic & Appliance Service,"AUTO TOYS, INC.",BRONX,NY,10457,Bronx
1399926-DCA,Business,02/28/2019,Inactive,07/12/2011,Home Improvement Contractor,"MCNULTY, MICHAEL",SEAFORD,NY,11783,Outside NYC
1324904-DCA,Business,02/28/2019,Inactive,07/14/2009,Home Improvement Contractor,"MASTERPIECE HOMES, LLC",EAST HAMPTON,NY,11937,Outside NYC
1223795-DCA,Business,12/31/2011,Inactive,04/14/2006,Tobacco Retail Dealer,FORTUNE ON 86TH INC.,BROOKLYN,NY,11214,Brooklyn
1089544-DCA,Business,02/28/2019,Inactive,07/31/2001,Home Improvement Contractor,"IQBAL, MUHAMMAD",BROOKLYN,NY,11234,Brooklyn
2019914-2-DCA,Business,12/31/2020,Inactive,03/23/2015,Tobacco Retail Dealer,NOBEL DELI INC,NEW YORK,NY,10002,Manhattan
0899885-DCA,Business,06/30/2020,Active,04/26/1996,Electronic & Appliance Service,P. C. RICHARD & SON LONG ISLAND CORPORATION,FOREST HILLS,NY,11375,Queens
2017909-DCA,Business,03/31/2019,Inactive,02/03/2015,Garage,SP PLUS CORPORATION,NEW YORK,NY,10001,Manhattan
1107425-DCA,Business,02/28/2021,Active,04/24/2002,Home Improvement Contractor,MILLENIUM CONSTRUCTION LLC,BROOKLYN,NY,11234,Brooklyn
1438293-DCA,Business,12/31/2017,Inactive,07/23/2012,Tobacco Retail Dealer,GRAND STATION CONVENIENCE INC.,ELMHURST,NY,11373,Queens
2024775-2-DCA,Business,12/31/2016,Inactive,06/24/2015,Tobacco Retail Dealer,HOOKAH JUNCTION INC,RIDGEWOOD,NY,11385,Queens
0762189-DCA,Business,02/28/2021,Active,10/25/2002,Home Improvement Contractor,"FUSCO, PAUL",STATEN ISLAND,NY,10306,Staten Island
2030719-DCA,Business,12/31/2016,Inactive,11/23/2015,Electronics Store,ERIC ANDOH,BROOKLYN,NY,11226,Brooklyn
1000735-DCA,Business,12/31/2011,Inactive,12/15/1998,Laundry,WASHINGTON LAUNDROMAT ENTREPRENEURS INC.,BROOKLYN,NY,11225,Brooklyn
0894679-DCA,Business,02/28/2021,Active,11/04/2011,Home Improvement Contractor,JOHN KINNEY CORPORATION,ASTORIA,NY,11102,Queens
2049285-DCA,Business,12/31/2020,Active,03/08/2017,Electronics Store,NQ WIRELESS INC.,BRONX,NY,10466,Bronx
1419257-DCA,Business,06/30/2013,Inactive,02/09/2012,Home Improvement Contractor,GINSHENG CONTRACTING INC.,FRESH MEADOWS,NY,11365,Queens
1376235-DCA,Business,12/31/2021,Active,11/05/2010,Tobacco Retail Dealer,GRAND CONCOURSE PETROLEUM LLC,BRONX,NY,10451,Bronx
1201362-DCA,Business,12/31/2012,Inactive,06/21/2005,Tobacco Retail Dealer,"KO, JE KYUNG",JACKSON HTS,NY,11372,Queens
0886250-DCA,Business,07/31/2015,Inactive,06/09/2003,Secondhand Dealer - General,"PINTO, CHARLES",BROOKLYN,NY,11221,Brooklyn
1446685-DCA,Business,02/28/2021,Active,10/01/2012,Home Improvement Contractor,"GARY ROOF WORKS, INC.",WOODHAVEN,NY,11421,Queens
2087492-DCA,Business,07/31/2021,Active,06/24/2019,Secondhand Dealer - General,SERGIO 3J TIRES & AUTO REPAIR INC,BRONX,NY,10452,Bronx
1306732-DCA,Business,12/31/2012,Inactive,12/29/2008,Tobacco Retail Dealer,"KIM, LAURA S.",BRONX,NY,10467,Bronx
2063405-DCA,Business,12/31/2018,Inactive,12/15/2017,Electronics Store,"VOICEAIR, INC.",JACKSON HTS,NY,11372,Queens
1277256-DCA,Business,12/31/2012,Inactive,02/08/2008,Tobacco Retail Dealer,"GIBBON, ANDREA & GIBBON, GAIRY G.",HOLLIS,NY,11423,Queens
1280808-DCA,Business,03/31/2022,Active,04/02/2008,Horse Drawn Cab Owner,RICCOBONO TOURS INC.,NEW YORK,NY,10019,Manhattan
1075638-DCA,Business,03/31/2012,Inactive,03/26/2001,Stoop Line Stand,"ZHONG HUA MARKET, INC.",BROOKLYN,NY,11220,Brooklyn
1473459-DCA,Business,03/31/2014,Inactive,09/20/2013,Stoop Line Stand,ANGEL V DISTRIBUTION CORP.,BROOKLYN,NY,11235,Brooklyn
1397380-DCA,Business,12/31/2014,Inactive,06/23/2011,Tobacco Retail Dealer,MIA DELI GROCERY & GRILL INC.,BROOKLYN,NY,11218,Brooklyn
1458726-DCA,Business,12/31/2020,Active,02/28/2013,Tobacco Retail Dealer,FLOR AZTECA DELI & GROCERY INC,CORONA,NY,11368,Queens
2028433-2-DCA,Business,12/31/2016,Inactive,09/16/2015,Tobacco Retail Dealer,WILLIAMSBRIDGE RD DELI & GRILL INC,BRONX,NY,10469,Bronx
2077889-DCA,Business,06/30/2020,Active,09/06/2018,Electronic & Appliance Service,"JB APPLIANCES SERVICE, CORP",BRONX,NY,10459,Bronx
2073124-1-DCA,Business,11/30/2019,Inactive,06/12/2018,Electronic Cigarette Dealer,"MODERN GOURMET, INC.",NEW YORK,NY,10003,Manhattan
1422180-DCA,Business,03/31/2020,Inactive,03/21/2012,Stoop Line Stand,369 FARM'S MARKET INC.,NEW YORK,NY,10011,Manhattan
1450393-DCA,Business,12/31/2013,Inactive,11/19/2012,Tobacco Retail Dealer,MTR ASIAN GROCERIES INC,STATEN ISLAND,NY,10314,Staten Island
1097528-DCA,Business,02/28/2021,Active,12/31/2009,Home Improvement Contractor,"GRAY, ANDREW A",ROCKAWAY PARK,NY,11694,Queens
1199178-DCA,Business,12/31/2010,Inactive,06/02/2005,Tobacco Retail Dealer,DOWNSTATE GAS & FOOD INC.,BROOKLYN,NY,11203,Brooklyn
2001503-411-DCA,Business,12/31/2014,Inactive,12/11/2013,Tobacco Retail Dealer,TODAY EXPRESS DELI INC,BRONX,NY,10460,Bronx
1354915-DCA,Business,02/28/2021,Active,05/18/2010,Home Improvement Contractor,A. DAMIAN CONSTRUCTION INC.,PEEKSKILL,NY,10566,Outside NYC
2020060-DCA,Business,07/31/2019,Inactive,03/26/2015,Secondhand Dealer - Auto,STATEN ISLAND AUTO WERKS LLC,STATEN ISLAND,NY,10302,Staten Island
1280158-DCA,Business,06/30/2013,Inactive,03/25/2008,Home Improvement Contractor,"SONY & BROTHERS CONSTRUCTION, INC.",RICHMOND HILL,NY,11418,Queens
2043055-1-DCA,Business,12/31/2021,Active,08/29/2016,Tobacco Retail Dealer,"SHRADDHA 44, INC",ASTORIA,NY,11103,Queens
0912130-DCA,Business,12/31/2017,Inactive,10/18/1995,Laundry,"HE, MENG CHANG",BROOKLYN,NY,11225,Brooklyn
2073562-1-DCA,Business,11/30/2021,Active,06/16/2018,Electronic Cigarette Dealer,AMAZING STORE & SMOKE SHOP INC.,NEW YORK,NY,10028,Manhattan
2024278-DCA,Business,06/30/2016,Inactive,06/12/2015,Electronic & Appliance Service,NY CITY WRAPS,RIDGEWOOD,NY,11385,Queens
2028983-2-DCA,Business,12/31/2020,Active,09/30/2015,Tobacco Retail Dealer,"117 LEXINGTON, INC",NEW YORK,NY,10035,Manhattan
1352531-DCA,Business,12/31/2011,Inactive,04/30/2010,Tobacco Retail Dealer,UNCLE DELI & GROCERY INC.,S RICHMOND HL,NY,11419,Queens
1473819-DCA,Business,03/31/2021,Active,09/23/2013,Garage,181 PARK CORP.,NEW YORK,NY,10033,Manhattan
1450175-DCA,Business,12/31/2013,Inactive,11/15/2012,Tobacco Retail Dealer,"RADMAN, ADEL S.",BROOKLYN,NY,11213,Brooklyn
1393918-DCA,Business,07/31/2017,Inactive,05/26/2011,Secondhand Dealer - General,"BOBBY AUTO BODY, INC",HOLLIS,NY,11423,Queens
1430588-DCA,Business,02/28/2021,Active,05/21/2012,Home Improvement Contractor,A&Z CONSTRUCTION & ASSOCIATES LLC,BROOKLYN,NY,11230,Brooklyn
1049004-DCA,Business,12/31/2016,Inactive,05/07/2003,Tobacco Retail Dealer,"BAEK QUALTIY GAS, INC.",QUEENS VLG,NY,11427,Queens
1474006-DCA,Business,07/31/2021,Active,09/19/2013,Secondhand Dealer - General,"GEM FINANCIAL SERVICES, INC.",BAYSIDE,NY,11361,Queens
2064748-DCA,Business,12/31/2021,Active,01/10/2018,Laundries,"PUTNAM AVENUE LAUNDROMAT, LLC",BROOKLYN,NY,11238,Brooklyn
2088209-DCA,Business,02/28/2021,Active,07/15/2019,Home Improvement Contractor,MY RESTORATION CORP,JAMAICA,NY,11432,Queens
1338443-DCA,Business,11/01/2020,Active,10/12/2012,Pedicab Business,"ALAKE, OLUWAJIMISOLA",SAINT ALBANS,NY,11412,Queens
2006078-DCA,Business,02/28/2019,Inactive,04/10/2014,Home Improvement Contractor,QUALITY HOME IMPROVEMENT & RESTORATIONS INC,New York,NY,10026,Manhattan
1385947-DCA,Business,12/31/2017,Inactive,03/29/2011,Laundry Jobber,"HIGHLY EVENTFUL, INC.",NEW YORK,NY,10011,Manhattan
2075859-1-DCA,Business,12/31/2021,Active,07/18/2018,Tobacco Retail Dealer,BHAKTI 14 INC,COLLEGE POINT,NY,11356,Queens
1163586-DCA,Business,12/31/2012,Inactive,04/13/2004,Electronics Store,MILLENNIUM COMMUNICATIONS OF N.Y. INC.,NEW YORK,NY,10014,Manhattan
1419589-DCA,Business,12/31/2013,Inactive,02/17/2012,Tobacco Retail Dealer,572 EIGHTH AVE. MARKET CORP.,NEW YORK,NY,10018,Manhattan
1310760-DCA,Business,12/31/2012,Inactive,03/06/2009,Tobacco Retail Dealer,1551 P.A. FOOD CORP.,FAR ROCKAWAY,NY,11691,Queens
2093267-DCA,Business,02/28/2021,Active,12/30/2019,Home Improvement Contractor,AIXON CAPITAL ENTERPRISES INC,OZONE PARK,NY,11416,Queens
2052247-DCA,Business,07/31/2021,Active,05/02/2017,Secondhand Dealer - General,"KHAN, MD SUBED",RICHMOND HILL,NY,11418,Queens
1257518-DCA,Business,02/28/2017,Inactive,06/04/2007,Home Improvement Contractor,"MITCHELL,WILLIAM J",NEW YORK,NY,10014,Manhattan
2026005-DCA,Business,02/28/2019,Inactive,07/23/2015,Home Improvement Contractor,"F & A ENTERPRISE OF USA, INC.",REGO PARK,NY,11374,Queens
2063296-DCA,Business,12/31/2021,Active,12/14/2017,Laundries,"RIDGEWOOD LAUNDROMAT, CORP.",BROOKLYN,NY,11208,Brooklyn
2037390-1-DCA,Business,12/31/2017,Inactive,05/10/2016,Tobacco Retail Dealer,900 PARKSIDE W. CORP.,NEW YORK,NY,10025,Manhattan
2050487-DCA,Business,02/28/2021,Active,04/03/2017,Home Improvement Contractor,SRL CONTRACTING INC.,DIX HILLS,NY,11746,Outside NYC
1326178-DCA,Business,01/31/2021,Active,07/16/2009,Debt Collection Agency,"SUNRISE CAPITAL MANAGEMENT, INC.",FARMINGDALE,NY,11735,Outside NYC
1464111-DCA,Business,04/15/2019,Inactive,05/03/2013,Sidewalk Cafe,BROADWATER & PEARL ASSOCIATES LLC,NEW YORK,NY,10004,Manhattan
0930664-DCA,Business,03/31/2016,Inactive,10/21/1996,Stoop Line Stand,"MULLANE & NEGGIE, INC.",FLUSHING,NY,11358,Queens
2010940-DCA,Business,02/28/2017,Inactive,07/21/2014,Home Improvement Contractor,M ILAHI CONSTRUCTION INC,FRANKLIN SQUARE,NY,11010,Outside NYC
2031354-DCA,Business,11/01/2016,Inactive,12/14/2015,Pedicab Business,"BABANYYAZ, CHARYYEV",BROOKLYN,NY,11229,Brooklyn
1131205-DCA,Business,02/28/2017,Inactive,01/27/2003,Home Improvement Contractor,"MULTANI, MALKIT",JAMAICA,NY,11434,Queens
1425271-DCA,Business,12/31/2015,Inactive,04/24/2012,Tobacco Retail Dealer,"EXPRESS SNACKS & MORE, INC.",JAMAICA,NY,11432,Queens
2001749-DCA,Business,02/28/2015,Inactive,12/19/2013,Home Improvement Contractor,"MANTOCK, TRISTAN",BROOKLYN,NY,11210,Brooklyn
2057254-DCA,Business,12/31/2020,Active,08/21/2017,Electronics Store,DUBAI WIRELESS INC,BRONX,NY,10462,Bronx
1279803-DCA,Business,12/31/2015,Inactive,03/20/2008,Tobacco Retail Dealer,K&J DELI GROCERY INC.,NEW YORK,NY,10035,Manhattan
1225726-DCA,Business,02/28/2021,Active,05/03/2006,Home Improvement Contractor,A-N-C CONSTRUCTION CORP.,BROOKLYN,NY,11201,Brooklyn
2057479-DCA,Business,02/28/2021,Active,08/25/2017,Home Improvement Contractor,Asian Women Developers LLC,BROOKLYN,NY,11218,Brooklyn
2044652-1-DCA,Business,12/31/2019,Inactive,10/13/2016,Tobacco Retail Dealer,"BAYRIDGE 8612, CORP",BROOKLYN,NY,11209,Brooklyn
2083952-DCA,Business,02/28/2021,Active,04/01/2019,Home Improvement Contractor,HENDD CONSTRUCTION INC.,WOODSIDE,NY,11377,Queens
2055734-DCA,Business,07/31/2019,Inactive,07/13/2017,Secondhand Dealer - General,"MORETA, RAMONA",BROOKLYN,NY,11237,Brooklyn
1463198-DCA,Business,12/31/2020,Active,04/23/2013,Tobacco Retail Dealer,QUEENS LOBBY NEWSTAND INC,REGO PARK,NY,11374,Queens
1401098-DCA,Business,12/31/2012,Inactive,07/20/2011,Tobacco Retail Dealer,2454 WILLIAMSBRIDGE DELI INC.,BRONX,NY,10469,Bronx
1382921-DCA,Business,02/28/2017,Inactive,02/17/2011,Home Improvement Contractor,"COPE, NICHOLAS",BROOKLYN,NY,11231,Brooklyn
1337682-DCA,Business,06/30/2013,Inactive,11/05/2009,Home Improvement Contractor,GRENCORE CONSTRUCTION INC.,BROOKLYN,NY,11226,Brooklyn
2013884-DCA,Business,03/31/2017,Inactive,09/25/2014,Garage,"MAIDEN PARKING MGMT, LLC",NEW YORK,NY,10038,Manhattan
2015848-DCA,Business,06/30/2020,Active,11/24/2014,Electronic & Appliance Service,Lincoln Business Machines Inc,NEW YORK,NY,10023,Manhattan
2085196-DCA,Business,07/31/2021,Inactive,04/26/2019,Secondhand Dealer - General,CARPIO ERNESTO,JAMAICA,NY,11435,Queens
1340444-DCA,Business,12/31/2020,Active,12/08/2009,Electronics Store,T-MOBILE NORTHEAST LLC,NEW YORK,NY,10001,Manhattan
1260215-DCA,Business,06/30/2010,Inactive,06/28/2007,Electronic & Appliance Service,187 WIRELESS INC.,BRONX,NY,10458,Bronx
1303081-DCA,Business,03/31/2011,Inactive,10/27/2008,Garage,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",NEW YORK,NY,10024,Manhattan
1223970-DCA,Business,12/31/2020,Active,04/17/2006,Electronics Store,"GAMESTOP, INC.",NEW YORK,NY,10027,Manhattan
2055427-DCA,Business,03/31/2020,Active,07/06/2017,Stoop Line Stand,LOS CUATRO HERMANOS GROCERY INC.,BRONX,NY,10455,Bronx
1197915-DCA,Business,12/31/2015,Inactive,05/20/2005,Tobacco Retail Dealer,TAFT FOOD CORPORATION,STATEN ISLAND,NY,10304,Staten Island
2009481-DCA,Business,06/30/2018,Inactive,06/11/2014,Electronic & Appliance Service,CODETEL ENVIO CORP,BRONX,NY,10457,Bronx
1188136-DCA,Business,12/31/2010,Inactive,01/25/2005,Tobacco Retail Dealer,"SMALL APPLE FARM, INC.",BRONX,NY,10469,Bronx
1438405-DCA,Business,07/31/2021,Active,07/24/2012,Secondhand Dealer - General,"FERMIN, ADALBERTO",STATEN ISLAND,NY,10301,Staten Island
1334930-DCA,Business,12/31/2016,Inactive,10/01/2009,Tobacco Retail Dealer,ASHVI CONVENIENCE AND GROCERY INC,ELMHURST,NY,11373,Queens
2046547-DCA,Business,12/31/2017,Inactive,12/16/2016,Laundry,CLEAR & CLEAN LAUNDROMAT INC.,CORONA,NY,11368,Queens
1315494-DCA,Business,12/31/2010,Inactive,04/23/2009,Tobacco Retail Dealer,3866 NIGHT LINE CONVENIENCE STORE CORP.,NEW YORK,NY,10034,Manhattan
2012636-DCA,Business,07/31/2017,Inactive,08/28/2014,Secondhand Dealer - General,"ZENYS TIRED & RIM, INC",BRONX,NY,10460,Bronx
1095622-DCA,Business,03/31/2016,Inactive,06/08/2006,Stoop Line Stand,G.H. FOOD INC.,BROOKLYN,NY,11222,Brooklyn
1159499-DCA,Business,12/31/2011,Inactive,01/30/2004,Tobacco Retail Dealer,"LEXINGTON AVENUE NEWS, INC.",NEW YORK,NY,10028,Manhattan
